UniProtID	GO_ID	GO_Name	GO_Aspect
A0A2K3D456	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function
A0A2K3D456	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3D456	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3D456	GO:0005634	nucleus	cellular_component
A0A2K3D456	GO:0005634	nucleus	cellular_component
A8IYB8	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function
A0A2K3D733	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	biological_process
A0A2K3D733	GO:0005737	cytoplasm	cellular_component
A0A2K3D733	GO:0019005	SCF ubiquitin ligase complex	cellular_component
A0A2K3D4M6	GO:0004834	tryptophan synthase activity	molecular_function
A0A2K3D4M6	GO:0004834	tryptophan synthase activity	molecular_function
A0A2K3D4M6	GO:0016829	lyase activity	molecular_function
A0A2K3D4M6	GO:0000162	L-tryptophan biosynthetic process	biological_process
A0A2K3D4M6	GO:0000162	L-tryptophan biosynthetic process	biological_process
A0A2K3D4M6	GO:0006568	L-tryptophan metabolic process	biological_process
A0A2K3D4M6	GO:0005829	cytosol	cellular_component
A0A2K3D4M6	GO:0004834	tryptophan synthase activity	molecular_function
A0A2K3D4M6	GO:0004834	tryptophan synthase activity	molecular_function
A0A2K3D4M6	GO:0016829	lyase activity	molecular_function
A0A2K3D4M6	GO:0000162	L-tryptophan biosynthetic process	biological_process
A0A2K3D4M6	GO:0000162	L-tryptophan biosynthetic process	biological_process
A0A2K3D4M6	GO:0006568	L-tryptophan metabolic process	biological_process
A0A2K3D4M6	GO:0005829	cytosol	cellular_component
A0A2K3D4I3	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3D4I3	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3D4I3	GO:0016020	membrane	cellular_component
A0A2K3D515	GO:0004620	phospholipase activity	molecular_function
A0A2K3D515	GO:0030149	sphingolipid catabolic process	biological_process
A0A2K3D515	GO:0046513	ceramide biosynthetic process	biological_process
A0A2K3D515	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3D515	GO:0016020	membrane	cellular_component
A0A2K3D515	GO:0071944	cell periphery	cellular_component
A0A2K3D6Y5	GO:0005524	ATP binding	molecular_function
A0A2K3D6Y5	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3D6Y5	GO:0140359	ABC-type transporter activity	molecular_function
A0A2K3D6Y5	GO:0055085	transmembrane transport	biological_process
A0A2K3D6Y5	GO:0016020	membrane	cellular_component
A0A2K3D4L6	GO:0004181	metallocarboxypeptidase activity	molecular_function
A0A2K3D4L6	GO:0004181	metallocarboxypeptidase activity	molecular_function
A0A2K3D4L6	GO:0008237	metallopeptidase activity	molecular_function
A0A2K3D4L6	GO:0008270	zinc ion binding	molecular_function
A0A2K3D4L6	GO:0015631	tubulin binding	molecular_function
A0A2K3D4L6	GO:0046872	metal ion binding	molecular_function
A0A2K3D4L6	GO:0006508	proteolysis	biological_process
A0A2K3D4L6	GO:0005737	cytoplasm	cellular_component
A0A2K3D4L6	GO:0015630	microtubule cytoskeleton	cellular_component
A0A2K3D4L6	GO:0005634	nucleus	cellular_component
A0A2K3D4L6	GO:0005819	spindle	cellular_component
A0A2K3D4L6	GO:0005856	cytoskeleton	cellular_component
A0A2K3D4L6	GO:0030496	midbody	cellular_component
A8IYS5	GO:0003924	GTPase activity	molecular_function
A8IYS5	GO:0005525	GTP binding	molecular_function
A8IYS5	GO:0046872	metal ion binding	molecular_function
A8IYS5	GO:0060090	molecular adaptor activity	molecular_function
A8IYS5	GO:0008104	protein localization	biological_process
A8IYS5	GO:0061640	cytoskeleton-dependent cytokinesis	biological_process
A8IYS5	GO:0005940	septin ring	cellular_component
A8IYS5	GO:0015630	microtubule cytoskeleton	cellular_component
A8IYS5	GO:0032153	cell division site	cellular_component
A8IYS5	GO:0016020	membrane	cellular_component
A8IYS5	GO:0031105	septin complex	cellular_component
A0A2K3D3E2	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular_function
A0A2K3D3E2	GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	molecular_function
A0A2K3D3E2	GO:0016787	hydrolase activity	molecular_function
A0A2K3D3E2	GO:0046872	metal ion binding	molecular_function
A0A2K3D3E2	GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity	molecular_function
A0A2K3D3E2	GO:0007165	signal transduction	biological_process
A0A2K3D3E2	GO:0019933	cAMP-mediated signaling	biological_process
A0A2K3D375	GO:0016410	N-acyltransferase activity	molecular_function
A0A2K3D375	GO:0016746	acyltransferase activity	molecular_function
A0A2K3D375	GO:0009245	lipid A biosynthetic process	biological_process
A0A2K3D375	GO:0016020	membrane	cellular_component
A0A2K3D665	GO:0032934	sterol binding	molecular_function
A0A2K3D665	GO:0006869	lipid transport	biological_process
A0A2K3D665	GO:0015918	sterol transport	biological_process
A0A2K3D665	GO:0016020	membrane	cellular_component
A0A2K3D665	GO:0016020	membrane	cellular_component
Q93WE0	GO:0016168	chlorophyll binding	molecular_function
Q93WE0	GO:0009416	response to light stimulus	biological_process
Q93WE0	GO:0009765	photosynthesis, light harvesting	biological_process
Q93WE0	GO:0009768	photosynthesis, light harvesting in photosystem I	biological_process
Q93WE0	GO:0015979	photosynthesis	biological_process
Q93WE0	GO:0009535	chloroplast thylakoid membrane	cellular_component
Q93WE0	GO:0009507	chloroplast	cellular_component
Q93WE0	GO:0009535	chloroplast thylakoid membrane	cellular_component
Q93WE0	GO:0009579	thylakoid	cellular_component
Q93WE0	GO:0016020	membrane	cellular_component
Q93WE0	GO:0009522	photosystem I	cellular_component
Q93WE0	GO:0009523	photosystem II	cellular_component
A0A2K3D717	GO:0016740	transferase activity	molecular_function
A0A2K3D717	GO:0016020	membrane	cellular_component
A8IJ79	GO:0097602	cullin family protein binding	molecular_function
A8IJ79	GO:0006511	ubiquitin-dependent protein catabolic process	biological_process
A8IJ79	GO:0009867	jasmonic acid mediated signaling pathway	biological_process
A8IJ79	GO:0016567	protein ubiquitination	biological_process
A8IJ79	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	biological_process
A8IJ79	GO:0005634	nucleus	cellular_component
A8IJ79	GO:0005737	cytoplasm	cellular_component
A0A2K3D2R0	GO:0008270	zinc ion binding	molecular_function
A0A2K3D282	GO:0035615	clathrin adaptor activity	molecular_function
A0A2K3D282	GO:0006886	intracellular protein transport	biological_process
A0A2K3D282	GO:0015031	protein transport	biological_process
A0A2K3D282	GO:0016192	vesicle-mediated transport	biological_process
A0A2K3D282	GO:0072583	clathrin-dependent endocytosis	biological_process
A0A2K3D282	GO:0005737	cytoplasm	cellular_component
A0A2K3D282	GO:0012505	endomembrane system	cellular_component
A0A2K3D282	GO:0016020	membrane	cellular_component
A0A2K3D282	GO:0043231	intracellular membrane-bounded organelle	cellular_component
A0A2K3D282	GO:0030117	membrane coat	cellular_component
A0A2K3D282	GO:0030122	AP-2 adaptor complex	cellular_component
A0A2K3D297	GO:0006886	intracellular protein transport	biological_process
A0A2K3D297	GO:0015031	protein transport	biological_process
A0A2K3D297	GO:0016192	vesicle-mediated transport	biological_process
A0A2K3D297	GO:0005737	cytoplasm	cellular_component
A0A2K3D297	GO:0012505	endomembrane system	cellular_component
A0A2K3D297	GO:0016020	membrane	cellular_component
A0A2K3D297	GO:0043231	intracellular membrane-bounded organelle	cellular_component
A0A2K3D297	GO:0030117	membrane coat	cellular_component
A0A2K3D3D5	GO:0003723	RNA binding	molecular_function
A0A2K3D3D5	GO:0008270	zinc ion binding	molecular_function
A0A2K3D3D5	GO:0017070	U6 snRNA binding	molecular_function
A0A2K3D3D5	GO:0036002	pre-mRNA binding	molecular_function
A0A2K3D3D5	GO:0046872	metal ion binding	molecular_function
A0A2K3D3D5	GO:0006397	mRNA processing	biological_process
A0A2K3D3D5	GO:0008380	RNA splicing	biological_process
A0A2K3D3D5	GO:0005634	nucleus	cellular_component
A0A2K3D3D5	GO:0000974	Prp19 complex	cellular_component
A0A2K3D3D5	GO:0005681	spliceosomal complex	cellular_component
A0A2K3D3D5	GO:0071006	U2-type catalytic step 1 spliceosome	cellular_component
A0A2K3D3D5	GO:0071007	U2-type catalytic step 2 spliceosome	cellular_component
A0A2K3D5R7	GO:0016020	membrane	cellular_component
A0A2K3D654	GO:0008104	protein localization	biological_process
A0A2K3D654	GO:0016020	membrane	cellular_component
A8JHB3	GO:0050291	sphingosine N-acyltransferase activity	molecular_function
A8JHB3	GO:0050291	sphingosine N-acyltransferase activity	molecular_function
A8JHB3	GO:0046513	ceramide biosynthetic process	biological_process
A8JHB3	GO:0046513	ceramide biosynthetic process	biological_process
A8JHB3	GO:0005783	endoplasmic reticulum	cellular_component
A8JHB3	GO:0005789	endoplasmic reticulum membrane	cellular_component
A8JHB3	GO:0016020	membrane	cellular_component
A0A2K3D2B4	GO:0031624	ubiquitin conjugating enzyme binding	molecular_function
A0A2K3D2B4	GO:0032182	ubiquitin-like protein binding	molecular_function
A0A2K3D2B4	GO:0097602	cullin family protein binding	molecular_function
A0A2K3D2B4	GO:0045116	protein neddylation	biological_process
A0A2K3D2B4	GO:0000151	ubiquitin ligase complex	cellular_component
A0A2K3D2L8	GO:0030515	snoRNA binding	molecular_function
A0A2K3D2L8	GO:0034511	U3 snoRNA binding	molecular_function
A0A2K3D2L8	GO:0005634	nucleus	cellular_component
A0A2K3D2L8	GO:0032040	small-subunit processome	cellular_component
A0A2K3D4E1	GO:0004408	holocytochrome-c synthase activity	molecular_function
A0A2K3D4E1	GO:0016829	lyase activity	molecular_function
A0A2K3D4E1	GO:0046872	metal ion binding	molecular_function
A0A2K3D4E1	GO:0005739	mitochondrion	cellular_component
A0A2K3D4E1	GO:0005743	mitochondrial inner membrane	cellular_component
A0A2K3D1W7	GO:0003677	DNA binding	molecular_function
A0A2K3D1W7	GO:0003677	DNA binding	molecular_function
A0A2K3D1W7	GO:0003682	chromatin binding	molecular_function
A0A2K3D1W7	GO:0008270	zinc ion binding	molecular_function
A0A2K3D1W7	GO:0045814	negative regulation of gene expression, epigenetic	biological_process
A0A2K3D1W7	GO:0005634	nucleus	cellular_component
A0A2K3D1W7	GO:0005634	nucleus	cellular_component
A0A2K3D6D9	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3D6D9	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3D6D9	GO:0006511	ubiquitin-dependent protein catabolic process	biological_process
A0A2K3D6D9	GO:0005737	cytoplasm	cellular_component
A0A2K3D4F6	GO:0004408	holocytochrome-c synthase activity	molecular_function
A0A2K3D4F6	GO:0005524	ATP binding	molecular_function
A0A2K3D4F6	GO:0016829	lyase activity	molecular_function
A0A2K3D4F6	GO:0046872	metal ion binding	molecular_function
A0A2K3D4F6	GO:0005739	mitochondrion	cellular_component
A0A2K3D4F6	GO:0005743	mitochondrial inner membrane	cellular_component
A0A2K3D4F6	GO:0004408	holocytochrome-c synthase activity	molecular_function
A0A2K3D4F6	GO:0005524	ATP binding	molecular_function
A0A2K3D4F6	GO:0016829	lyase activity	molecular_function
A0A2K3D4F6	GO:0046872	metal ion binding	molecular_function
A0A2K3D4F6	GO:0005739	mitochondrion	cellular_component
A0A2K3D4F6	GO:0005743	mitochondrial inner membrane	cellular_component
A0A2K3D1Z6	GO:0016020	membrane	cellular_component
A0A2K3D2D6	GO:0016020	membrane	cellular_component
A0A2K3D4G9	GO:0004408	holocytochrome-c synthase activity	molecular_function
A0A2K3D1V4	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3D1V4	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3D1V4	GO:0006811	monoatomic ion transport	biological_process
A0A2K3D1V4	GO:0098703	calcium ion import across plasma membrane	biological_process
A0A2K3D1V4	GO:0005886	plasma membrane	cellular_component
A0A2K3D1V4	GO:0016020	membrane	cellular_component
A0A2K3D4T6	GO:0019888	protein phosphatase regulator activity	molecular_function
A0A2K3D4T6	GO:0005737	cytoplasm	cellular_component
A0A2K3D266	GO:0000062	fatty-acyl-CoA binding	molecular_function
A0A2K3D266	GO:0000062	fatty-acyl-CoA binding	molecular_function
A0A2K3D266	GO:0008289	lipid binding	molecular_function
A0A2K3D266	GO:0006631	fatty acid metabolic process	biological_process
A0A2K3D277	GO:0000062	fatty-acyl-CoA binding	molecular_function
A0A2K3D277	GO:0008289	lipid binding	molecular_function
A8IKS4	GO:0016491	oxidoreductase activity	molecular_function
A8IKS4	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
A8IKS4	GO:0051287	NAD binding	molecular_function
A8IKS4	GO:0141152	glycerol-3-phosphate dehydrogenase (NAD+) activity	molecular_function
A8IKS4	GO:0005975	carbohydrate metabolic process	biological_process
A8IKS4	GO:0006072	glycerol-3-phosphate metabolic process	biological_process
A8IKS4	GO:0006116	NADH oxidation	biological_process
A8IKS4	GO:0046168	glycerol-3-phosphate catabolic process	biological_process
A8IKS4	GO:0005829	cytosol	cellular_component
Q9AXF6	GO:0016168	chlorophyll binding	molecular_function
Q9AXF6	GO:0009416	response to light stimulus	biological_process
Q9AXF6	GO:0009765	photosynthesis, light harvesting	biological_process
Q9AXF6	GO:0009768	photosynthesis, light harvesting in photosystem I	biological_process
Q9AXF6	GO:0015979	photosynthesis	biological_process
Q9AXF6	GO:0009535	chloroplast thylakoid membrane	cellular_component
Q9AXF6	GO:0009507	chloroplast	cellular_component
Q9AXF6	GO:0009535	chloroplast thylakoid membrane	cellular_component
Q9AXF6	GO:0009579	thylakoid	cellular_component
Q9AXF6	GO:0016020	membrane	cellular_component
Q9AXF6	GO:0009522	photosystem I	cellular_component
Q9AXF6	GO:0009523	photosystem II	cellular_component
A0A2K3D2N2	GO:0034450	ubiquitin-ubiquitin ligase activity	molecular_function
A0A2K3D2N2	GO:0034450	ubiquitin-ubiquitin ligase activity	molecular_function
A0A2K3D2N2	GO:0000209	protein polyubiquitination	biological_process
A0A2K3D2N2	GO:0006511	ubiquitin-dependent protein catabolic process	biological_process
A0A2K3D2N2	GO:0016567	protein ubiquitination	biological_process
A0A2K3D2N2	GO:0036503	ERAD pathway	biological_process
A0A2K3D2N2	GO:0036503	ERAD pathway	biological_process
A0A2K3D2N2	GO:0005634	nucleus	cellular_component
A0A2K3D2N2	GO:0005737	cytoplasm	cellular_component
A0A2K3D2N2	GO:0005634	nucleus	cellular_component
A0A2K3D2N2	GO:0005737	cytoplasm	cellular_component
A0A2K3D2N2	GO:0000151	ubiquitin ligase complex	cellular_component
A0A2K3D6B3	GO:0001881	receptor recycling	biological_process
A0A2K3D6B3	GO:0007032	endosome organization	biological_process
A0A2K3D6B3	GO:0042147	retrograde transport, endosome to Golgi	biological_process
A0A2K3D6B3	GO:0005769	early endosome	cellular_component
A0A2K3D6B3	GO:0005802	trans-Golgi network	cellular_component
A0A2K3D6B3	GO:0055037	recycling endosome	cellular_component
A0A2K3D6B3	GO:0005737	cytoplasm	cellular_component
A0A2K3D6B3	GO:0005829	cytosol	cellular_component
A0A2K3D5U1	GO:0051082	unfolded protein binding	molecular_function
A0A2K3D5U1	GO:0042026	protein refolding	biological_process
A0A2K3D5U1	GO:0051085	chaperone cofactor-dependent protein refolding	biological_process
A0A2K3D5U1	GO:0005737	cytoplasm	cellular_component
A0A2K3D1S0	GO:0072657	protein localization to membrane	biological_process
A0A2K3D1S0	GO:0016020	membrane	cellular_component
A0A2K3D1S0	GO:0000139	Golgi membrane	cellular_component
A0A2K3D1S0	GO:0005768	endosome	cellular_component
A0A2K3D1S0	GO:0005794	Golgi apparatus	cellular_component
A0A2K3D1S0	GO:0010008	endosome membrane	cellular_component
A0A2K3D1S0	GO:0016020	membrane	cellular_component
A0A2K3D4B1	GO:0009536	plastid	cellular_component
A8J593	GO:0003723	RNA binding	molecular_function
A8J593	GO:0042254	ribosome biogenesis	biological_process
A8J593	GO:0042255	ribosome assembly	biological_process
A8J593	GO:0042273	ribosomal large subunit biogenesis	biological_process
A8J593	GO:0005730	nucleolus	cellular_component
A8J593	GO:0005634	nucleus	cellular_component
A8J593	GO:0005730	nucleolus	cellular_component
A8J593	GO:0030687	preribosome, large subunit precursor	cellular_component
A0A2K3D4C8	GO:0003779	actin binding	molecular_function
A0A2K3D4C8	GO:0007010	cytoskeleton organization	biological_process
A0A2K3D6U5	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3D6U5	GO:0008236	serine-type peptidase activity	molecular_function
A0A2K3D6U5	GO:0070012	oligopeptidase activity	molecular_function
A0A2K3D6U5	GO:0006508	proteolysis	biological_process
A0A2K3D6U5	GO:0005829	cytosol	cellular_component
A8IVJ7	GO:0008137	NADH dehydrogenase (ubiquinone) activity	molecular_function
A8IVJ7	GO:0046872	metal ion binding	molecular_function
A8IVJ7	GO:0051536	iron-sulfur cluster binding	molecular_function
A8IVJ7	GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function
A8IVJ7	GO:0042773	ATP synthesis coupled electron transport	biological_process
A8IVJ7	GO:1902600	proton transmembrane transport	biological_process
A8IVJ7	GO:0016020	membrane	cellular_component
A8IVJ7	GO:0008137	NADH dehydrogenase (ubiquinone) activity	molecular_function
A8IVJ7	GO:0046872	metal ion binding	molecular_function
A8IVJ7	GO:0051536	iron-sulfur cluster binding	molecular_function
A8IVJ7	GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function
A8IVJ7	GO:0042773	ATP synthesis coupled electron transport	biological_process
A8IVJ7	GO:1902600	proton transmembrane transport	biological_process
A8IVJ7	GO:0016020	membrane	cellular_component
A0A2K3D606	GO:0003676	nucleic acid binding	molecular_function
A0A2K3D606	GO:0005543	phospholipid binding	molecular_function
A0A2K3D606	GO:0017056	structural constituent of nuclear pore	molecular_function
A0A2K3D606	GO:0006607	NLS-bearing protein import into nucleus	biological_process
A0A2K3D606	GO:0006999	nuclear pore organization	biological_process
A0A2K3D606	GO:0015031	protein transport	biological_process
A0A2K3D606	GO:0051028	mRNA transport	biological_process
A0A2K3D606	GO:0005634	nucleus	cellular_component
A0A2K3D606	GO:0005643	nuclear pore	cellular_component
A0A2K3D606	GO:0044613	nuclear pore central transport channel	cellular_component
A0A2K3D606	GO:0044615	nuclear pore nuclear basket	cellular_component
A0A2K3D5M1	GO:0003677	DNA binding	molecular_function
A0A2K3D5M1	GO:0005634	nucleus	cellular_component
A0A2K3D3Y5	GO:0016020	membrane	cellular_component
A0A2K3D2H8	GO:0000139	Golgi membrane	cellular_component
A0A2K3D2H8	GO:0016020	membrane	cellular_component
A0A2K3D1W6	GO:0005615	extracellular space	cellular_component
A0A2K3D1W6	GO:0016020	membrane	cellular_component
A8JGL4	GO:0005634	nucleus	cellular_component
A8JGL4	GO:0005634	nucleus	cellular_component
A0A2K3D1R7	GO:0016020	membrane	cellular_component
A0A2K3D6F8	GO:0004672	protein kinase activity	molecular_function
A0A2K3D6F8	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D6F8	GO:0005524	ATP binding	molecular_function
A0A2K3D6F8	GO:0007165	signal transduction	biological_process
A0A2K3D2A6	GO:0010436	carotenoid dioxygenase activity	molecular_function
A0A2K3D2A6	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3D2A6	GO:0046872	metal ion binding	molecular_function
A0A2K3D2A6	GO:0016121	carotene catabolic process	biological_process
A0A2K3D6J1	GO:0015095	magnesium ion transmembrane transporter activity	molecular_function
A0A2K3D6J1	GO:0006811	monoatomic ion transport	biological_process
A0A2K3D6J1	GO:0015693	magnesium ion transport	biological_process
A0A2K3D6J1	GO:0015693	magnesium ion transport	biological_process
A0A2K3D6J1	GO:1903830	magnesium ion transmembrane transport	biological_process
A0A2K3D6J1	GO:0016020	membrane	cellular_component
A0A2K3D6J1	GO:0005768	endosome	cellular_component
A0A2K3D6J1	GO:0005769	early endosome	cellular_component
A0A2K3D6J1	GO:0005886	plasma membrane	cellular_component
A0A2K3D6J1	GO:0016020	membrane	cellular_component
A0A2K3D478	GO:0003729	mRNA binding	molecular_function
A0A2K3D478	GO:0008270	zinc ion binding	molecular_function
A0A2K3D478	GO:0046872	metal ion binding	molecular_function
A0A2K3D5S3	GO:0016020	membrane	cellular_component
A0A2K3D5R9	GO:0016020	membrane	cellular_component
A0A2K3D2I9	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3D2G5	GO:0001097	TFIIH-class transcription factor complex binding	molecular_function
A0A2K3D2G5	GO:0003677	DNA binding	molecular_function
A0A2K3D2G5	GO:0006367	transcription initiation at RNA polymerase II promoter	biological_process
A0A2K3D2G5	GO:0006367	transcription initiation at RNA polymerase II promoter	biological_process
A0A2K3D2G5	GO:0005634	nucleus	cellular_component
A0A2K3D2G5	GO:0005673	transcription factor TFIIE complex	cellular_component
A0A2K3D2G5	GO:0005673	transcription factor TFIIE complex	cellular_component
A0A2K3D6F0	GO:0016020	membrane	cellular_component
A0A2K3D634	GO:0003958	NADPH-hemoprotein reductase activity	molecular_function
A0A2K3D634	GO:0010181	FMN binding	molecular_function
A0A2K3D634	GO:0010181	FMN binding	molecular_function
A0A2K3D634	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D634	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D634	GO:0016651	oxidoreductase activity, acting on NAD(P)H	molecular_function
A0A2K3D634	GO:0050660	flavin adenine dinucleotide binding	molecular_function
A0A2K3D634	GO:0050660	flavin adenine dinucleotide binding	molecular_function
A0A2K3D634	GO:0050661	NADP binding	molecular_function
A0A2K3D634	GO:0016226	iron-sulfur cluster assembly	biological_process
A0A2K3D634	GO:0005829	cytosol	cellular_component
A0A2K3D634	GO:0005737	cytoplasm	cellular_component
A0A2K3D548	GO:0016787	hydrolase activity	molecular_function
A0A2K3D548	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	molecular_function
A0A2K3D548	GO:0050126	N-carbamoylputrescine amidase activity	molecular_function
A0A2K3D548	GO:0033388	putrescine biosynthetic process from arginine	biological_process
A8IW09	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function
A8IW09	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function
A8IW09	GO:0016853	isomerase activity	molecular_function
A8IW09	GO:0140839	RNA polymerase II CTD heptapeptide repeat P3 isomerase activity	molecular_function
A8IW09	GO:0140840	RNA polymerase II CTD heptapeptide repeat P6 isomerase activity	molecular_function
A8IW09	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3D1T9	GO:0003729	mRNA binding	molecular_function
A0A2K3D1T9	GO:0003729	mRNA binding	molecular_function
A0A2K3D1T9	GO:0000245	spliceosomal complex assembly	biological_process
A0A2K3D1T9	GO:0000245	spliceosomal complex assembly	biological_process
A0A2K3D1T9	GO:0006397	mRNA processing	biological_process
A0A2K3D1T9	GO:0008380	RNA splicing	biological_process
A0A2K3D1T9	GO:0005634	nucleus	cellular_component
A0A2K3D1T9	GO:0005681	spliceosomal complex	cellular_component
A0A2K3D1T9	GO:0005686	U2 snRNP	cellular_component
A0A2K3D1T9	GO:0005689	U12-type spliceosomal complex	cellular_component
A0A2K3D1T9	GO:0071004	U2-type prespliceosome	cellular_component
A0A2K3D1T9	GO:0071013	catalytic step 2 spliceosome	cellular_component
A0A2K3D5H0	GO:0008270	zinc ion binding	molecular_function
A0A2K3D6M1	GO:0004672	protein kinase activity	molecular_function
A0A2K3D6M1	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D6M1	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D6M1	GO:0005524	ATP binding	molecular_function
A0A2K3D383	GO:0008270	zinc ion binding	molecular_function
A0A2K3D2F6	GO:0004672	protein kinase activity	molecular_function
A0A2K3D2F6	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D2F6	GO:0005524	ATP binding	molecular_function
A0A2K3D2F6	GO:0016301	kinase activity	molecular_function
A0A2K3D2F6	GO:0030553	cGMP binding	molecular_function
A0A2K3D2F6	GO:0035556	intracellular signal transduction	biological_process
A0A2K3D2F6	GO:0005737	cytoplasm	cellular_component
A0A2K3D2T6	GO:0003677	DNA binding	molecular_function
A0A2K3D2T6	GO:0005634	nucleus	cellular_component
A0A2K3D452	GO:0008017	microtubule binding	molecular_function
A0A2K3D452	GO:0003341	cilium movement	biological_process
A0A2K3D452	GO:0015630	microtubule cytoskeleton	cellular_component
A0A2K3D3H9	GO:0032981	mitochondrial respiratory chain complex I assembly	biological_process
A0A2K3D3H9	GO:0032981	mitochondrial respiratory chain complex I assembly	biological_process
A0A2K3D3H9	GO:0005743	mitochondrial inner membrane	cellular_component
A0A2K3D3H9	GO:0005634	nucleus	cellular_component
A0A2K3D3H9	GO:0005739	mitochondrion	cellular_component
A0A2K3D3H9	GO:0005743	mitochondrial inner membrane	cellular_component
Q6QBS7	GO:0008519	ammonium channel activity	molecular_function
Q6QBS7	GO:0008519	ammonium channel activity	molecular_function
Q6QBS7	GO:0072488	ammonium transmembrane transport	biological_process
Q6QBS7	GO:0072488	ammonium transmembrane transport	biological_process
Q6QBS7	GO:0097272	ammonium homeostasis	biological_process
Q6QBS7	GO:0005886	plasma membrane	cellular_component
Q6QBS7	GO:0016020	membrane	cellular_component
Q6QBS7	GO:0008519	ammonium channel activity	molecular_function
Q6QBS7	GO:0008519	ammonium channel activity	molecular_function
Q6QBS7	GO:0072488	ammonium transmembrane transport	biological_process
Q6QBS7	GO:0072488	ammonium transmembrane transport	biological_process
Q6QBS7	GO:0097272	ammonium homeostasis	biological_process
Q6QBS7	GO:0005886	plasma membrane	cellular_component
Q6QBS7	GO:0016020	membrane	cellular_component
A0A2K3D4R6	GO:0005096	GTPase activator activity	molecular_function
A0A2K3D4R6	GO:0005737	cytoplasm	cellular_component
A0A2K3D4R6	GO:0005096	GTPase activator activity	molecular_function
A0A2K3D4R6	GO:0005737	cytoplasm	cellular_component
A0A2K3D5Z6	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3D5Z6	GO:0005249	voltage-gated potassium channel activity	molecular_function
A0A2K3D5Z6	GO:0006811	monoatomic ion transport	biological_process
A0A2K3D5Z6	GO:0042391	regulation of membrane potential	biological_process
A0A2K3D5Z6	GO:0055085	transmembrane transport	biological_process
A0A2K3D5Z6	GO:0071805	potassium ion transmembrane transport	biological_process
A0A2K3D5Z6	GO:0005886	plasma membrane	cellular_component
A0A2K3D5Z6	GO:0016020	membrane	cellular_component
A0A2K3D3G2	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3D3G2	GO:0006508	proteolysis	biological_process
A0A2K3D592	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D1Z8	GO:0031267	small GTPase binding	molecular_function
A0A2K3D1Z8	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process
A0A2K3D1Z8	GO:0007030	Golgi organization	biological_process
A0A2K3D1Z8	GO:0005794	Golgi apparatus	cellular_component
A0A2K3D1Z8	GO:0005794	Golgi apparatus	cellular_component
A0A2K3D5T0	GO:0004175	endopeptidase activity	molecular_function
A0A2K3D5T0	GO:0004222	metalloendopeptidase activity	molecular_function
A0A2K3D5T0	GO:0016485	protein processing	biological_process
A0A2K3D5T0	GO:0071586	CAAX-box protein processing	biological_process
A0A2K3D5T0	GO:0080120	CAAX-box protein maturation	biological_process
A0A2K3D5T0	GO:0016020	membrane	cellular_component
A8IYP4	GO:0005524	ATP binding	molecular_function
A8IYP4	GO:0008974	phosphoribulokinase activity	molecular_function
A8IYP4	GO:0016301	kinase activity	molecular_function
A8IYP4	GO:0005975	carbohydrate metabolic process	biological_process
